Date,Open,High,Low,Volume,Close,OBV,VROC_10,VROC_20,ADI,ADI_CUMSUM,VWAP,SMA_VOL_10,SMA_VOL_20,EMA_VOL_10,EMA_VOL_20,VOL_STD_10,VOL_STD_20,VOLUME_ZSCORE,VOLUME_TREND,VOLUME_SURGE,MACD,Signal Line,Histogram,Buy Signal,Sell Signal,Rolling Mean,Upper Band,Lower Band,Signal,Close_RSI
2012-09-12,28.52,28.88,27.57,233100,27.85,0.0,,,-133454.19847328195,-133454.19847328195,28.100000000000005,,,233100.0,233100.0,,,,,,0.0,0.0,0.0,False,False,,,,,
2012-09-11,27.56,28.56,27.37,284200,28.39,284200.0,,,203000.00000000073,69545.80152671877,28.103662607126747,,,242390.90909090906,237966.66666666666,,,,,,0.043076923076924345,0.00861538461538487,0.03446153846153947,False,False,,,,,
2012-09-10,27.55,27.69,27.22,213800,27.6,70400.0,,,131919.14893617076,201464.95046288954,27.92810468244198,,,237192.56198347104,235665.07936507935,,,,,,0.013315801008108252,0.009555467893929546,0.003760333114178706,False,False,,,,,
2012-09-07,27.48,27.78,27.22,196100,27.39,-125700.0,,,-77039.28571428501,124425.66474860453,27.829806945642794,,,229721.18707738537,231896.97656840514,,,,,,-0.02690520119405093,0.0022633340763334505,-0.029168535270384384,False,True,,,,,
2012-09-06,27.7,28.0,27.24,238400,27.28,-364100.0,,,-213305.2631578931,-88879.59840928856,27.76371511095859,,,231299.15306331532,232516.31213331892,,,,,,-0.06688569920207499,-0.011566472579348237,-0.05531922662272675,False,False,,,,,
2012-09-05,27.12,27.75,26.89,325000,27.46,-39100.0,,,105813.95348837259,16934.355079084024,27.677145444787335,,,248335.67068816707,241324.28240633616,,,,,,-0.08308824665335379,-0.02587082739414935,-0.05721741925920444,False,False,,,,,
2012-09-04,26.08,27.33,26.08,388500,27.19,-427600.0,,,301476.00000000186,318410.3550790859,27.50958065031132,,,273820.0941994094,255341.01741525653,,,,,,-0.11637413714477063,-0.04397148934427361,-0.07240264780049702,False,False,,,,,
2012-08-31,25.98,27.0,25.3,400400,26.12,-828000.0,,,-14131.764705882058,304278.59037320386,27.26901030927835,,,296834.62252678955,269156.1586138035,,,,,,-0.22648275063924572,-0.08047374160326803,-0.1460090090359777,False,False,,,,,
2012-08-30,29.25,29.32,25.54,1163400,25.78,-1991400.0,,,-1015666.6666666655,-711388.0762934616,27.137558744082025,,,454391.96388555504,354322.2387458222,,,,,,-0.3372916899794838,-0.1318373312785112,-0.2054543587009726,False,False,,,,,
2012-08-29,27.44,28.82,27.44,374900,28.51,-1616500.0,,,206466.66666666724,-504921.4096267944,27.24745280877294,381780.0,,439938.8795427268,356282.0255319344,284697.2575288432,,,-6880.0,0.9819791502959819,-0.20248625282463806,-0.14596711558773656,-0.056519137236901495,False,False,,,,,
2012-08-28,27.5,27.67,27.11,189200,27.42,-1805700.0,-0.18833118833118834,,20271.42857142926,-484649.9810553651,27.254655685883037,377390.0,,394349.9923531401,340369.45167175017,287568.609977592,,,-188190.0,0.5013381382654548,-0.1815134886397871,-0.15307639019814667,-0.02843709844164044,False,False,,,,,
2012-08-27,26.59,27.84,26.42,443300,27.48,-1362400.0,0.55981703026038,,218528.16901408456,-266121.81204128056,27.253859889595457,393300.0,,403249.9937434782,350172.3610363454,286238.01673122006,,,50000.0,1.1271294177472668,-0.1582269812170125,-0.15410650840191986,-0.004120472815092646,False,False,,,,,
2012-08-24,26.12,27.2,26.08,423100,26.56,-1785500.0,0.9789522918615527,,-60442.85714285714,-326564.6691841377,27.1982505027291,414230.0,,406859.08579011855,357117.8504614554,279220.5343053726,,,8870.0,1.0214132245370928,-0.2115697234787497,-0.16559915141728584,-0.04597057206146385,False,False,,,,,
2012-08-23,29.47,29.81,26.85,394500,27.09,-1391000.0,1.0117287098419174,,-330527.0270270274,-657091.696211165,27.252050912128173,434070.0,,404611.9792828242,360678.05517941207,268855.450836401,,,-39570.0,0.9088395880848711,-0.2086722170059936,-0.1742137645350274,-0.03445845247096618,False,False,,,,,45.70135745882557
2012-08-22,29.1,29.62,28.81,221700,29.56,-1169300.0,-0.0700503355704698,,188855.5555555544,-468236.14065561065,27.335969833867676,432400.0,,371355.2557768561,347442.04992422997,270254.131431058,,,-210700.0,0.5127197039777983,-0.0069870228520549915,-0.14076841619843292,0.13378139334637792,True,False,,,,,57.559681690487736
