Date,Open,High,Low,Close,Volume
2015-04-17,-1.0187985438233367,-1.0216173126533847,-1.0177738765023379,-1.0216406014194521,1.3807291705535862
2015-04-20,-1.0187313490973906,-1.0150275350619233,-1.0153638132386642,-1.0120683526457188,1.0874890260259718
2015-04-21,-1.010224032978609,-1.0147613029201505,-1.0102720576149198,-1.01438586918682,0.2130858765617776
2015-04-22,-1.0139565128688586,-1.0125314045089882,-1.011460125438319,-1.008642508461074,0.5252684719372711
2015-04-23,-1.0095515156352075,-1.0073726821911402,-1.0052820917335146,-1.0051158603299455,1.010726343935136
2015-04-24,-1.0021874968168307,-1.0066737744881458,-1.0015821103308615,-1.0030670874540146,0.9362604414861017
2015-04-27,-0.9960674618650189,-0.9983531061752631,-0.9950644627295788,-0.9951068135572934,4.072100339774216
2015-04-28,-0.9888380128122665,-0.9936605079412811,-1.000427891159598,-1.002126613567862,5.386157354733889
2015-04-29,-1.0032972007690204,-1.0034787776886926,-1.004739038934011,-1.008575401342636,2.0643261550357206
2015-04-30,-1.0084082415588107,-1.0132968654005161,-1.017366578654763,-1.020297169631253,3.249159409159138
2015-05-01,-1.0169491146029088,-1.008337746151407,-1.0149224366016647,-1.0075340375487036,1.7728325200273927
2015-05-04,-1.0055163333557433,-1.0068733239350445,-1.0048746675515998,-1.0083737074883727,1.3227893153709522
2015-05-05,-1.0100558965038842,-1.0139292046369965,-1.013293133465609,-1.018113981942089,1.2200981443550911
2015-05-06,-1.0154024329597806,-1.0195871832094294,-1.0215079226188528,-1.0207674065743293,2.5879739697755197
2015-05-07,-1.0196689470229239,-1.0200642715943917,-1.017509030957858,-1.018170372552288,0.9012704391305313
2015-05-08,-1.0132195565588458,-1.0149174055462262,-1.010384803035702,-1.0102107003846388,1.5956575029715458
2015-05-11,-1.010822136981007,-1.0151179301899518,-1.012020973059328,-1.0145952422501958,0.7873226553910493
2015-05-12,-1.0168662554134982,-1.0173905178389144,-1.0147819709110633,-1.0161129175854575,1.1536231210764916
2015-05-13,-1.0150092110033315,-1.016354558078522,-1.0112029322641334,-1.015640846801399,0.3482070976241176
2015-05-14,-1.0107546319846668,-1.0104724511196321,-1.0068056773535516,-1.0057250107274143,0.9767890322487246
2015-05-15,-1.0051494144655548,-1.0086676789789462,-1.0032265205549105,-1.0063320694000129,0.558374397242926
2015-05-18,-1.0074792610522814,-1.0045568739695412,-1.0027152028777648,-1.0015427644451929,1.3164851337499657
2015-05-19,-0.9996792888890906,-1.0040221483470289,-0.9983520901064395,-1.0019474988806907,0.9426782658497814
2015-05-20,-1.0020090761079863,-1.0036878767853217,-0.9993746189129292,-1.001981167054971,0.45351803291890846
2015-05-21,-1.0017728505075807,-1.0015156421142741,-0.9977044994566371,-0.9974955920128077,0.6494321401251829
2015-05-22,-0.9966065511387188,-0.9970371689759285,-0.9923527945019286,-0.9936169037206509,1.0002652304103679
2015-05-26,-0.9932299434379859,-0.9972377039215002,-1.0001246502441041,-1.0034652888310138,2.501641372510511
2015-05-27,-1.000861125931115,-0.9994100789419671,-0.9969545070697665,-0.9953032637724986,1.0144526296560794
2015-05-28,-0.9957285552975318,-1.0004460369882389,-0.9933752715420551,-0.9961800689920547,0.1112978662904792
2015-05-29,-0.9978560016244069,-1.0021172431644745,-0.9974659134207754,-1.0012393210701895,1.3165808329017075
2015-06-01,-1.0010636701058113,-1.0023176470598019,-0.9969544616512821,-1.000362315274276,0.1938084786828027
2015-06-02,-1.0024820147964668,-1.0047575356772664,-0.9994429698495442,-1.0023186224494387,0.28680412938782957
2015-06-03,-0.9997805801198177,-1.0038216269761913,-0.9974658426092091,-1.0017789001254007,0.12626282114409235
2015-06-04,-1.003427392706428,-1.0050248374815711,-1.000840477274526,-1.0043422086656313,0.5728548751408468
2015-06-05,-1.0036975198212124,-1.0079992976379692,-1.0027152651731832,-1.0067368611430412,0.4039877406955789
2015-06-08,-1.0057235632080932,-1.0096035402478267,-1.007930624115336,-1.009603699019571,1.4236622025037202
2015-06-09,-1.0131520406588448,-1.0133800465774976,-1.012055065581563,-1.0108852673283901,1.6270587871368014
2015-06-10,-1.0090326427845029,-1.009169104014558,-1.0044537614262752,-1.0059611464076221,0.610967062321991
2015-06-11,-1.0047779752003625,-1.0063616111013394,-1.0023061479256763,-1.0069391280726114,0.3898780970106575
2015-06-12,-1.0081208628572178,-1.0125445324737588,-1.0069761168856934,-1.0117284616811968,0.47931493551028875
2015-06-15,-1.0151780334406675,-1.0161874491893554,-1.0117483179840276,-1.0125716560340032,0.9041414136827832
2015-06-16,-1.012037753567833,-1.0141487466887003,-1.0094985435208979,-1.0102781800020262,0.15680281294367218
2015-06-17,-1.0097078922191411,-1.0140485055020112,-1.0082373580255832,-1.011290001763888,0.24197505799381258
2015-06-18,-1.0113624315090841,-1.0126114008092397,-1.0066011696075226,-1.009333837857552,0.3908530321190264
2015-06-19,-1.0097415788089017,-1.0142489374423957,-1.009396217753656,-1.0136508427981907,1.545804226111088
2015-06-22,-1.010484460986694,-1.0134468601708249,-1.007078318852457,-1.0102443972126847,0.30903623857683044
2015-06-23,-1.0105183260314727,-1.0149509126287828,-1.0077601930522107,-1.0122007043878471,0.08352118749744185
2015-06-24,-1.0114300029690992,-1.007631674382015,-1.0069420594588239,-1.008558123122133,1.579538177100048
2015-06-25,-1.0058585397813593,-1.009636928685359,-1.0056467340599897,-1.010615463473902,0.1833593275520025
2015-06-26,-1.0098767665242399,-1.0136809046932327,-1.0090213779233153,-1.0131450465323213,0.9088007661332087
2015-06-29,-1.0173390952282377,-1.018760881004189,-1.0159410321946445,-1.0206325046470852,1.2135188276728472
2015-06-30,-1.0169675757909784,-1.0199305235766551,-1.014645645479786,-1.0175969534002043,0.9269776237671538
2015-07-01,-1.0124766370548683,-1.017189979134373,-1.0107937987319502,-1.0136508427981907,0.08172084720530054
2015-07-02,-1.0140638398819921,-1.0180256882529448,-1.0115439032932994,-1.0141906510835248,-0.09937783507195723
2015-07-06,-1.0190948861028688,-1.0195629359503644,-1.0146797859523078,-1.0156745436294448,-0.04857354789106591
2015-07-07,-1.0158870830362141,-1.019830290604837,-1.0183611718542818,-1.0167200622193522,1.081059239268324
2015-07-08,-1.0206481617917236,-1.0248769236672457,-1.0225539130059755,-1.0272430429272317,1.907349640194363
2015-07-09,-1.0227753650105191,-1.026815263259134,-1.0338707211810378,-1.035674785878939,2.9740004231137265
2015-07-10,-1.0292247462084116,-1.027517142521099,-1.0270874489561292,-1.0248483617960562,1.9428121571116581
2015-07-13,-1.0187910382476264,-1.021133764163634,-1.016486430582681,-1.016821295972316,0.7517165897461415
2015-07-14,-1.015380592020132,-1.0190950317032235,-1.0140321120260871,-1.0169898947276057,0.17319129267944358
2015-07-15,-1.0164611000583563,-1.0164881846784537,-1.0121913981973385,-1.012908882198348,0.2857035891427997
2015-07-16,-1.0096402487025198,-1.0117422991621676,-1.006157923994587,-1.0072089032733342,0.4396117499314382
2015-07-17,-1.005115676622393,-1.0082332501017686,-1.0028856913456086,-1.0034652888310138,1.0342802976575693
2015-07-20,-0.9987338598147537,-0.9970371876465859,-0.9947388950024318,-0.9952020586733001,1.796015639536827
2015-07-21,-0.9923858100300817,-0.9972043237871233,-0.9960341875761424,-0.9996541088100097,2.86403013536851
2015-07-22,-1.0290559213186263,-1.022002658448808,-1.0244286554111608,-1.0183052458257666,5.178406458696559
2015-07-23,-1.0148403595048687,-1.0166887531046866,-1.0139639634761706,-1.0185076273703981,1.3234592094331443
2015-07-24,-1.017811790342378,-1.0212005969393916,-1.0179180558548173,-1.0207336524387531,0.7948888695756299
2015-07-27,-1.0253416911243196,-1.028319282724482,-1.0239855595212402,-1.0265685046372457,0.9320496788094654
2015-07-28,-1.0243623796903958,-1.0273165550658443,-1.0225197287800067,-1.0245110496704153,0.2838434368808198
2015-07-29,-1.025139091809708,-1.028686931598918,-1.023474290606088,-1.0258265153836377,0.4868213377250308
2015-07-30,-1.027941685532116,-1.0317950772044775,-1.0253831450587154,-1.0279175812172177,0.28445351897317334
2015-07-31,-1.026996241130224,-1.0315611373228217,-1.028110098028343,-1.0315264083473554,0.8381149801779728
2015-08-03,-1.0307104260698785,-1.0317949868264051,-1.0396655298762147,-1.0411723259517907,2.4584810550749903
2015-08-04,-1.0444871316925386,-1.0480711065458732,-1.0542207494202884,-1.053988782691647,5.698052852654158
2015-08-05,-1.0595806507660699,-1.0489400377032805,-1.0581407658274113,-1.051425502805182,4.213160889441527
2015-08-06,-1.0476106470324906,-1.0503191438374493,-1.049494294140795,-1.0505784401940539,1.4373112940208848
2015-08-07,-1.0523254051905513,-1.0511584577230126,-1.0481931391175823,-1.049257129112701,0.5860314520962863
2015-08-10,-1.045711307930063,-1.0386025384712578,-1.0412422702213786,-1.035027640588623,1.5598420954322032
2015-08-11,-1.0413696292679953,-1.0446790770864787,-1.052199443194246,-1.056134835100924,4.079792159095458
2015-08-12,-1.059278918663295,-1.0539450558691728,-1.0648687634276464,-1.0502058552832731,4.327096710787042
2015-08-13,-1.0473732805776304,-1.0506549275314891,-1.0480562304796046,-1.0505107313465436,1.1761004593418305
2015-08-14,-1.0532073805181166,-1.0509571041875445,-1.0498710290750688,-1.0477664742781598,0.8407766128357897
2015-08-17,-1.0473733087392159,-1.046458417531257,-1.0447690947635788,-1.0437008774746577,0.7184730969098578
2015-08-18,-1.046050429682736,-1.047163396144156,-1.0430227430602494,-1.0459369313608833,0.3402221996506669
2015-08-19,-1.0471698203079696,-1.0502521219289351,-1.0475768998794586,-1.0509850944318297,1.161189335261072
2015-08-20,-1.0540214789454467,-1.0575373200835225,-1.058020527736812,-1.0589807843825174,2.3702942867449854
2015-08-21,-1.0664018985691945,-1.0657624722915302,-1.0784967725924135,-1.0823240327810442,5.945488990679386
2015-08-24,-1.1191798772253552,-1.0761697518500342,-1.1252360726993373,-1.091268219672181,7.974956976878335
2015-08-25,-1.0640954723127534,-1.0684147595386677,-1.085858730883015,-1.0891678700186291,4.469694428079205
2015-08-26,-1.0777309709659062,-1.0725105975974674,-1.0805513294157667,-1.0690092870618386,4.061358109991207
2015-08-27,-1.0602964237118175,-1.061263767089388,-1.0635333024982185,-1.0580659556163485,3.334134274708811
2015-08-28,-1.0604998655715452,-1.061028671690082,-1.0583285156290416,-1.0568122960749753,1.4529461429366899
2015-08-31,-1.060974798263605,-1.056932913222793,-1.056753485375228,-1.0586079988953794,1.636263849294959
2015-09-01,-1.0673516191438075,-1.0658296214354688,-1.0726414997529656,-1.0756835513161123,2.869383306669063
2015-09-02,-1.0670802435535134,-1.0642852816067265,-1.0665807801178162,-1.0600310021899413,1.9747696925964124
2015-09-03,-1.0594146521729686,-1.0628081955603228,-1.0634649100822133,-1.0667054383668069,1.4571030748404714
2015-09-04,-1.0713540778270911,-1.0706304674005886,-1.0687037473315932,-1.0704321757413393,1.263455841291079
2015-09-08,-1.0619245808036628,-1.0635467143093797,-1.062506081498936,-1.0601326657493853,1.5533824026896363
2015-09-09,-1.0551068622896422,-1.0586451860693318,-1.0643893895689625,-1.067450751457195,3.357742059204099
2015-09-10,-1.066944629535415,-1.06112951671089,-1.0639442231821203,-1.05925179169515,2.034820910314348
2015-09-11,-1.0617888060229175,-1.0580071824086261,-1.05757522631898,-1.0536953681345145,1.2586230341281217
2015-09-14,-1.0455416408276406,-1.0490098859100214,-1.0469605033340335,-1.0499686594137476,1.7639085741274763
2015-09-15,-1.0477464481463943,-1.0502185520097538,-1.048467191094835,-1.0466823590663328,0.8654012008183338
2015-09-16,-1.0466608857310675,-1.0501848209649634,-1.0449744087310822,-1.046241750116623,0.4964989144449133
2015-09-17,-1.0486622379936739,-1.0503528302930067,-1.0508640590834564,-1.054678020363255,2.1077795511234503
2015-09-18,-1.0603643507551341,-1.0577051600066345,-1.0571987110658714,-1.056270396064771,2.7162287767003908
2015-09-21,-1.0554120591236136,-1.0541128158494146,-1.0510694022512774,-1.0503074042276557,1.276955402883647
2015-09-22,-1.0563958121575188,-1.0581080249346462,-1.0549730342140886,-1.0564397684717253,1.2843840495375989
2015-09-23,-1.0555477726167648,-1.0562950551658845,-1.0523021264329306,-1.0533227545699686,0.4117573155776107
2015-09-24,-1.0568368491669546,-1.0536765811776319,-1.0554867315052712,-1.0510190777975288,1.2768058729590506
2015-09-25,-1.0460164965555923,-1.049681312418169,-1.0498367788692506,-1.0520014434886158,1.631634402829453
2015-09-28,-1.0548015387972627,-1.0567986352644716,-1.0552468729332247,-1.059692171414737,1.3898205899690508
2015-09-29,-1.0582612743121291,-1.060357291347739,-1.070929406611163,-1.0711436200810895,2.6612077456458794
2015-09-30,-1.0672837432461229,-1.0669710183483136,-1.0679503799388443,-1.0669424623137405,2.2489597247304385
2015-10-01,-1.0710149422818187,-1.0734169992256402,-1.0728127717404634,-1.06938192928015,2.0968040546580706
2015-10-02,-1.074610322789632,-1.0687504166693989,-1.0719909269505312,-1.0666715123086385,1.7433571812909396
2015-10-05,-1.0682674941354207,-1.0675418358513333,-1.0667862815456974,-1.065316332476648,1.3871709197052016
2015-10-06,-1.065723494620953,-1.0662996089504082,-1.0643893313134947,-1.063520629656244,1.1558242015665512
2015-10-07,-1.0619585422304851,-1.0661989642513288,-1.0656220630618982,-1.065316332476648,1.0702213103335732
2015-10-08,-1.067215985463207,-1.0715033691023825,-1.0697310377636249,-1.069652965246548,1.9802006194577557
2015-10-09,-1.0678603697737556,-1.064486682754364,-1.0653480659131138,-1.0607763152803293,1.4291230353499829
2015-10-12,-1.0586005363466078,-1.0629088695132936,-1.0586710813386702,-1.062538178003861,0.0953819011164326
2015-10-13,-1.0650790578453295,-1.063916012518246,-1.0612733925581341,-1.0618944138578554,0.24982238843663448
2015-10-14,-1.0634849114189666,-1.0670382923475794,-1.0651084847331846,-1.067247510299603,0.9324623814013516
2015-10-15,-1.0647058520921657,-1.0650909443484817,-1.0619238918397376,-1.0616571606807992,0.5264048993642041
2015-10-16,-1.0618228464449517,-1.0654267738246612,-1.0617870355673569,-1.0644354297686476,0.6196577415395369
2015-10-19,-1.0651467975395237,-1.0662659767000289,-1.0632250595864081,-1.0620975977079166,0.053035026470716735
2015-10-20,-1.0633152219793212,-1.0581415164244032,-1.060793961189195,-1.0551861375841174,1.2019392303120977
2015-10-21,-1.0542927956911075,-1.053407873523596,-1.050932533295868,-1.055220063642286,0.7729318954478864
2015-10-22,-1.0531734283502538,-1.0536764268648269,-1.0495628436774116,-1.0493249239215074,0.7644924265036626
2015-10-23,-1.0451347462676401,-1.041154072127863,-1.041927143079683,-1.0371960142811036,1.823929885860493
2015-10-26,-1.0404539234143726,-1.0448470716437446,-1.0467552071960262,-1.0500704375882528,2.240633898528908
2015-10-27,-1.049544061949709,-1.0501848790597936,-1.0499394756300469,-1.0525434867676466,2.453002278637776
2015-10-28,-1.0443545629581799,-1.0409190336534166,-1.0428516400444265,-1.0365522787888635,3.3900764100988363
2015-10-29,-1.0383508284633272,-1.0362524173232865,-1.0352842432566833,-1.0322833262127082,1.3370843761623732
2015-10-30,-1.0305834064757917,-1.0344731410782946,-1.0312438181341899,-1.0357730109865417,1.225714488322934
2015-11-02,-1.0312276746295015,-1.0340029550743681,-1.030695767729813,-1.0300809978082937,0.19922146195319435
2015-11-03,-1.031261782580413,-1.026852244906414,-1.0269636580757613,-1.0253718660889088,0.9956597087327971
2015-11-04,-1.0233246345174618,-1.0257442582859129,-1.023813342173674,-1.0273029292968026,0.9578047130219588
2015-11-05,-1.0258971210643117,-1.0277747830166621,-1.026982618646007,-1.0292083473847125,0.6388035530848669
2015-11-06,-1.0284179932044797,-1.0307419307682153,-1.0254696660009626,-1.0287321218046792,0.24940370464776443
2015-11-09,-1.0289288782069965,-1.0307418467699,-1.0274296900548556,-1.0303992551799803,0.2989938088409325
2015-11-10,-1.042758867236473,-1.0433515280528067,-1.0411503784165799,-1.0433286650628266,1.8096348250690721
2015-11-11,-1.0445642863464846,-1.0455430905140104,-1.044073360890037,-1.0455743179604426,0.9776563058113841
2015-11-12,-1.0449390935126053,-1.0475661438954047,-1.0425603832075985,-1.0469013884486298,0.21849885983216924
2015-11-13,-1.048549846450692,-1.0517805675758312,-1.0541834307293674,-1.0584017777461916,1.013208540683437
2015-11-16,-1.0615623977554578,-1.0562647996569572,-1.0585506780691603,-1.052141159248438,0.5523154446982778
2015-11-17,-1.0495037262598432,-1.0535338723833072,-1.0505727744368065,-1.0538084645463313,-0.0751001565144769
2015-11-18,-1.0466423093084607,-1.045307179301427,-1.0430762087699261,-1.0415594669753665,1.064784402275246
2015-11-19,-1.0402381841100499,-1.0376873030277345,-1.038743276510463,-1.03648969896535,0.8626857373876622
2015-11-20,-1.0349242236697598,-1.037114195897719,-1.0315562783049386,-1.0347204435703594,0.32385764470283096
2015-11-23,-1.0346856714472725,-1.037754679923349,-1.036748754654029,-1.0399942263896322,0.21592096393212637
2015-11-24,-1.0412940934741959,-1.0390358731839562,-1.0375052345056375,-1.0361493781943478,0.8332223610451769
2015-11-25,-1.0348901804886887,-1.03944061114769,-1.0347543815991593,-1.0390416606145039,-0.4476449918510671
2015-11-27,-1.0380239980276296,-1.042205234061639,-1.0358547032120962,-1.03979012561908,-0.946590463047532
2015-11-30,-1.0390459612401979,-1.0388336569997623,-1.0353389040534937,-1.0381229062824828,0.6165295755169791
2015-12-01,-1.036457089526078,-1.040856658963808,-1.0383994452780825,-1.0413893495705135,0.3576693512525812
2015-12-02,-1.0412602023150086,-1.0432168063933753,-1.0410817337762874,-1.0449960276682504,0.2699969658631881
2015-12-03,-1.0439511376005293,-1.047667199794304,-1.0474777650737155,-1.048670615189855,0.7594323338553186
2015-12-04,-1.0482432941722106,-1.0393731130173693,-1.044417293813814,-1.0356390832873192,1.728834835014132
2015-12-07,-1.0356735957509942,-1.037316463605019,-1.0351326020045561,-1.0381909876289424,0.19209785634541926
2015-12-08,-1.0406470397451693,-1.0415647246424469,-1.0383994779774652,-1.0383611336875609,0.3251974328272152
2015-12-09,-1.040238222409524,-1.0446328316869906,-1.0445204820016087,-1.047241623258336,1.0460453121248183
2015-12-10,-1.0456885122858222,-1.0471615430174412,-1.0430418121122602,-1.0453702744974211,0.02034778495393182
2015-12-11,-1.0485839951972211,-1.0523875592081668,-1.05218902831551,-1.055543765229388,1.077434633896106
2015-12-14,-1.0588373398046689,-1.0615245848169155,-1.0627117048593517,-1.0579254948586274,2.120106798107182
2015-12-15,-1.059654852824794,-1.0611199611729007,-1.0607859691297752,-1.0646964655709403,1.462438302550073
2015-12-16,-1.0626184634504305,-1.0638509845958215,-1.066116085772384,-1.0618043550733762,1.6368141194174741
2015-12-17,-1.0593823071069153,-1.0629743012434625,-1.0654970433634403,-1.0698341716585897,0.9510280168392474
2015-12-18,-1.0699763871245171,-1.0721788962337298,-1.0763981366752546,-1.0798716716202295,4.04214052408207
2015-12-21,-1.075528857691417,-1.0794277945197803,-1.0772234162765482,-1.075448389863926,1.119566185450403
2015-12-22,-1.0751200096132008,-1.078247672469056,-1.074197223987165,-1.0757885673661016,0.23427725747558711
2015-12-23,-1.0755628672511068,-1.0744377775642997,-1.071618137204542,-1.0710931321465518,0.22638207745689432
2015-12-24,-1.0696697789782512,-1.0739320754569268,-1.0690390887310344,-1.0730666315809214,-0.9152489908521152
2015-12-28,-1.0744728346050585,-1.0783488447850944,-1.07512571417967,-1.0771836332394522,-0.12969054138615047
2015-12-29,-1.0766188392901779,-1.072482230133971,-1.072787300606126,-1.0706508039709215,0.12313465512153453
2015-12-30,-1.071100500107661,-1.0749435935240947,-1.071686972469365,-1.075482430537156,-0.21883430123357267
2015-12-31,-1.0764485323550883,-1.0805741033259362,-1.0798024592166617,-1.0824915140394855,0.7201239072774026
2016-01-04,-1.0914368104266088,-1.0861709377636142,-1.0894998342516453,-1.0821852912492438,2.319322526048546
2016-01-05,-1.0807406428239326,-1.0845525977339738,-1.088089931960118,-1.0911679028397083,1.6100482629147086
2016-01-06,-1.0984200607683725,-1.0962858046159973,-1.0968245091094946,-1.0980069835522461,2.36765059767812
2016-01-07,-1.1048241224321715,-1.1038381961050792,-1.1086539389179224,-1.112467593347597,3.1234944605282773
2016-01-08,-1.1052668421445715,-1.1072771115875646,-1.1075190266794195,-1.1107322067032441,2.5076464942823047
2016-01-11,-1.1038362092866867,-1.1074457623244252,-1.1055246088494122,-1.1053903425375118,1.2480901462395475
2016-01-12,-1.0984540990851155,-1.1019500876061195,-1.1003664765036187,-1.1005248185668741,1.2130881814900094
2016-01-13,-1.099237431300452,-1.100264129949434,-1.1056620341536534,-1.1092690881371992,2.007714125583503
2016-01-14,-1.1072767255191753,-1.1026580859105608,-1.1110266832211342,-1.1020218918448528,2.051406769550587
2016-01-15,-1.1132720692405889,-1.1119974589501103,-1.112333437198526,-1.1101538877572865,3.0481014725467452
2016-01-19,-1.1057437677568616,-1.108828072832804,-1.1118519366715152,-1.1117529684398935,1.4483585648500708
2016-01-20,-1.1170190509155928,-1.1103789939224524,-1.1190046135956573,-1.111310640264263,2.5995416047423014
2016-01-21,-1.1103425424400535,-1.11142429597194,-1.113777725268219,-1.1129779455621562,1.3929607183855763
2016-01-22,-1.1049944316639575,-1.0993539379103179,-1.1019826571539997,-1.0955571439227818,2.208736175013992
2016-01-25,-1.0951498233973476,-1.099117893092648,-1.099094053127102,-1.1022940453080994,1.3710097254548168
2016-01-26,-1.1005660135865352,-1.1013094211301317,-1.1030142533049239,-1.1004226678934192,2.763581913221596
2016-01-27,-1.1138170283780444,-1.1156387385175761,-1.1192797510804258,-1.1227771035036564,6.2501831274310895
2016-01-28,-1.1214814670283608,-1.1227527949399312,-1.1225465661701273,-1.1204974099328104,1.6033373598988199
2016-01-29,-1.1180749901339961,-1.1132448299363786,-1.1158064923919666,-1.1094392341958177,2.125956408757395
2016-02-01,-1.1123522809085267,-1.115369021772397,-1.1121958442218876,-1.1125355887327606,0.7219900407363664
2016-02-02,-1.1159290706329426,-1.1176280182723652,-1.1160473277352956,-1.11917048271345,0.5074863733042607
2016-02-03,-1.1173597386893104,-1.1149307274031475,-1.1167350497506405,-1.112807799503538,1.0222939789019176
