Date,Open,High,Low,Close,Volume
2015-02-02,-0.6312697783465799,-0.6316318498357778,-0.6321451745317953,-0.6318287388441577,-0.8240275592300567
2015-02-03,-0.6309578162990225,-0.6313321972341772,-0.631623365962276,-0.6314807860916386,-1.1245108605157579
2015-02-04,-0.6307522072600215,-0.6311510155761508,-0.631384207344446,-0.6314452835698963,-1.132214750976377
2015-02-05,-0.6306600381568069,-0.6310743608647839,-0.6312610018809982,-0.6312109478807366,-1.2942963972041952
2015-02-06,-0.6304544249141467,-0.6309280165924482,-0.6311522912447227,-0.6312748566522418,-1.0177298870001288
2015-02-09,-0.6305891348315428,-0.6311161719422452,-0.631268247501493,-0.6312890580136361,-0.7674323803339108
2015-02-10,-0.6305040521701775,-0.6307537981698393,-0.6311522882954741,-0.6308842936433349,-0.9558461767426975
2015-02-11,-0.6300786511674338,-0.6307259257044476,-0.6308913855840819,-0.6309837102270436,-0.5823811426712552
2015-02-12,-0.6293696434801622,-0.6296806246688601,-0.6300217018521276,-0.6299256479628612,0.8229158266389553
2015-02-13,-0.6291923956659536,-0.6297921259581157,-0.6299927153796868,-0.6299185499273947,-0.6247999001869995
2015-02-17,-0.629178214850616,-0.6296875952847222,-0.6298332731994035,-0.6298688425172839,-1.0460827297609316
2015-02-18,-0.6291214986779999,-0.6297572852823278,-0.6298695143100611,-0.6300534743233068,-1.1739231087570232
2015-02-19,-0.6290860467771857,-0.6297224420355385,-0.6298695134711866,-0.6300108667121497,-1.1799062531926268
2015-02-20,-0.6292562036206291,-0.6297851565370562,-0.6299274875206116,-0.6298972452400725,-1.2260033026701012
2015-02-23,-0.6291356700548948,-0.6297990899576367,-0.629891248722642,-0.6300250610195958,-1.355232907814829
2015-02-24,-0.6291957083619357,-0.6297531688627279,-0.629895197287591,-0.629857549146072,-1.259139503647231
2015-02-25,-0.6291530077736642,-0.6297461743129775,-0.6298369981913423,-0.6299787342142028,-1.3599215460664764
2015-02-26,-0.6291957044452161,-0.6297391733453667,-0.6298515432344136,-0.6299359573082867,-1.2452946021432088
2015-02-27,-0.629209945075845,-0.6298371150112733,-0.6298806492038063,-0.6300357600956642,-1.2270294356207985
2015-03-02,-0.6293095861115289,-0.629466352661181,-0.6298879224354984,-0.6296508243740055,-0.6586307142384473
2015-03-03,-0.6290035400614152,-0.6295922724029891,-0.6297860693699312,-0.6299502186282415,-1.215773546484689
2015-03-04,-0.6292384147412234,-0.6296342477391385,-0.6298588239353013,-0.6297720094421363,-0.9533360976786843
2015-03-05,-0.6290035420374793,-0.6293404365718366,-0.6295969146984912,-0.6294654871731535,-0.5736037592775991
2015-03-06,-0.6287900185022096,-0.6293824066735126,-0.6294805072436773,-0.6296864644477395,-0.8327575826413729
2015-03-09,-0.6289110160429537,-0.6294243810528065,-0.6294950613006628,-0.6296436981227458,-0.9709066511267764
2015-03-10,-0.628804253582253,-0.6291655451451079,-0.6293786538719979,-0.629365686149263,0.2321316202706253
2015-03-11,-0.6285978550219468,-0.6290606186681399,-0.6292695294123596,-0.62945123114366,-0.8140977495994637
2015-03-12,-0.6288398365417012,-0.6293893984736221,-0.6296914866224573,-0.6296009212168296,-0.24241540277488155
2015-03-13,-0.6289110096480399,-0.6294383663485058,-0.6296842115202008,-0.6295795354091022,-0.43060818593274874
2015-03-16,-0.628683257539258,-0.6291935271321119,-0.6293350024426265,-0.6293870719569905,-0.9134116325661731
2015-03-17,-0.6286547902199083,-0.6290885973985081,-0.629313178289762,-0.6291874769631579,-0.66499273853277
2015-03-18,-0.6284199189440729,-0.6290116488501668,-0.6293859320255079,-0.6294583591584068,-0.21529391955491545
2015-03-19,-0.6286334349105525,-0.6290606126952311,-0.6292986239612898,-0.6292088592439112,-0.6221477411759667
2015-03-20,-0.6283060388080459,-0.6288437536289339,-0.6290003416740101,-0.6290306518212931,-0.024906790548634265
2015-03-23,-0.628761551037359,-0.6292215119024587,-0.6293568298756547,-0.6295724126848167,-0.16727089746228632
2015-03-24,-0.6288540681547867,-0.6294103813794024,-0.6296478310133985,-0.6297933846689413,-0.5443037168699989
2015-03-25,-0.6290320074153978,-0.6296972021906209,-0.6306154469329465,-0.6307628563965527,0.29267346436176034
2015-03-26,-0.6302988970819171,-0.6306276046212071,-0.6309864848121431,-0.6308127577902415,-0.6175538228889993
2015-03-27,-0.6299572652504428,-0.6303477853025369,-0.6307755023291124,-0.6305204915507522,-0.5924214589273078
2015-03-30,-0.6296796888519673,-0.6302638394153551,-0.630448117836211,-0.630456335891057,-0.8490967765486284
