Price,Close,Close,Dividends,Dividends,High,High,Low,Low,Open,Open,Stock Splits,Stock Splits,Volume,Volume
Ticker,AAPL,NVDA,AAPL,NVDA,AAPL,NVDA,AAPL,NVDA,AAPL,NVDA,AAPL,NVDA,AAPL,NVDA
Date,,,,,,,,,,,,,,
2015-03-02,28.86107063293457,0.5445150136947632,0.0,0.0,29.1271233518834,0.5474062640883158,28.68444926274765,0.5293360640157772,28.896843172439333,0.5300588766141653,0.0,0.0,192386800,301512000
2015-03-03,28.921432495117188,0.534395694732666,0.0,0.0,28.957205029832974,0.5430693884692828,28.63749354442774,0.5327091511510437,28.8320045697844,0.540419113904388,0.0,0.0,151265200,160344000
2015-03-04,28.73810577392578,0.5404190421104431,0.0,0.0,28.966151457782225,0.541623691318602,28.688922794522693,0.5302997245214642,28.86330966704313,0.53246816202844,0.0,0.0,126665200,226840000
2015-03-05,28.26189613342285,0.5507792830467224,0.0,0.0,28.785056734152093,0.5517430139107035,28.116573175755203,0.5389734219931224,28.747049689975064,0.5404190470108816,0.0,0.0,226068400,323056000
2015-03-06,28.304370880126953,0.5433104038238525,0.0,0.0,28.923667983342046,0.5502974970435784,28.22835679986211,0.5428285095753671,28.70680167500185,0.547647222285875,0.0,0.0,291368400,257392000
2015-03-09,28.425100326538086,0.5447558760643005,0.0,0.0,28.96838504941082,0.5488518328485208,27.960067598750246,0.5423465201319467,28.608430306914087,0.543551226819912,0.0,0.0,354114000,222388000
2015-03-10,27.83710289001465,0.5541524887084961,0.0,0.0,28.442986128726435,0.5577665520284392,27.678366103995987,0.5462016068482092,28.26189236121879,0.547165337918998,0.0,0.0,275426400,527212000
2015-03-11,27.329587936401367,0.5512611269950867,0.0,0.0,27.895227868715825,0.5613803863106518,27.300524033989195,0.5498155021089859,27.890757155163254,0.5541523193237181,0.0,0.0,275756000,262120000
2015-03-12,27.823686599731445,0.5462017059326172,0.0,0.0,27.924295572360155,0.5500566883586784,27.193210186359096,0.5358414657941517,27.345240044477947,0.5459607874821127,0.0,0.0,193450800,406972000
2015-03-13,27.63141441345215,0.5469245314598083,0.0,0.0,28.03608311578845,0.5483701570836844,27.405606681429926,0.5360823967243374,27.812509887920488,0.5435514432998305,0.0,0.0,207309200,359288000
2015-03-16,27.935474395751953,0.5534296631813049,0.0,0.0,27.935474395751953,0.5568028080160466,27.47044337387959,0.5476472194473835,27.69625110797063,0.5512612826833259,0.0,0.0,143497200,236956000
2015-03-17,28.402740478515625,0.5601758360862732,0.0,0.0,28.465340703683747,0.5604167544619614,28.091973856625163,0.5483699740238482,28.147867158486445,0.5522249552527605,0.0,0.0,204092400,299900000
2015-03-18,28.722450256347656,0.5510202050209045,0.0,0.0,28.87671631544111,0.5630669845087287,28.25294686148329,0.5459605748690911,28.39379736822414,0.5601757918977964,0.0,0.0,261083600,413844000
2015-03-19,28.505582809448242,0.5594531297683716,0.0,0.0,28.896835906832827,0.561380592027106,28.483225830743322,0.5488519724581497,28.78504930758009,0.5529478728406537,0.0,0.0,183238000,310756000
2015-03-20,28.14786720275879,0.5654764175415039,0.0,0.0,28.706798516522504,0.5688495622130775,27.98242350659308,0.558730243085524,28.673263899935556,0.5640308497606393,0.0,0.0,274780400,462084000
2015-03-23,28.440752029418945,0.5471652746200562,0.0,0.0,28.583838768440806,0.5558389681409135,28.286485945958812,0.5469243562411266,28.420631256304222,0.5486108997807959,0.0,0.0,150838800,426012000
2015-03-24,28.324491500854492,0.5396965742111206,0.0,0.0,28.626313297924657,0.5493340038043102,28.29542589088266,0.5372872168128232,28.44522124311953,0.5454790204783121,0.0,0.0,131369200,330480000
2015-03-25,27.5844669342041,0.5069290995597839,0.0,0.0,28.35355945901305,0.539455440162561,27.5844669342041,0.5052424983556144,28.290959222012976,0.539455440162561,0.0,0.0,206620800,542552000
2015-03-26,27.776737213134766,0.5052424669265747,0.0,0.0,27.919823941792988,0.5074109048168273,27.410077257732027,0.49295476710231356,27.44584979276076,0.4965688302527345,0.0,0.0,190291600,311920000
2015-03-27,27.55539894104004,0.5151208639144897,0.0,0.0,27.879579422760965,0.5170483259507123,27.479384866159158,0.49994191368758745,27.850515518670324,0.5081337135069101,0.0,0.0,158184800,318288000
2015-03-30,28.252948760986328,0.5172892808914185,0.0,0.0,28.25965568474945,0.5199395554450597,27.72307960923156,0.5107839675338919,27.734258952655647,0.517530199275318,0.0,0.0,188398800,253252000
2015-03-31,27.8192138671875,0.5042786598205566,0.0,0.0,28.279774122012316,0.5163254394318225,27.803563811122427,0.5037968231022518,28.190344499185546,0.5158436027135177,0.0,0.0,168362400,357276000
2015-04-01,27.778966903686523,0.5062061548233032,0.0,0.0,27.97347617936796,0.5078926981438908,27.52185741212452,0.49753246242915694,27.906403544794234,0.5062061548233032,0.0,0.0,162485600,330768000
2015-04-02,28.0181941986084,0.5074108839035034,0.0,0.0,28.071851290618618,0.5105430526902451,27.765557089070754,0.5030740657453285,27.953357763970626,0.5090974274896594,0.0,0.0,128880400,192204000
2015-04-06,28.472042083740234,0.5221080780029297,0.0,0.0,28.5078146087164,0.5237946218512262,27.796851879229834,0.49994197466487617,27.828151985720044,0.5052425246327819,0.0,0.0,148776000,515864000
2015-04-07,28.17246437072754,0.5266859531402588,0.0,0.0,28.644202336529908,0.5324683982809163,28.165757446462965,0.519216906450126,28.53688813683982,0.5221081577422548,0.0,0.0,140049200,413964000
2015-04-08,28.080799102783203,0.5305407047271729,0.0,0.0,28.259658380258855,0.5324682241059506,27.93994857313785,0.5221079869562124,28.136692413778285,0.5271676176187886,0.0,0.0,149316800,366432000
2015-04-09,28.295429229736328,0.5428285002708435,0.0,0.0,28.29990164982664,0.5445150439462539,27.870641430494988,0.5262039244714737,28.13669243109999,0.5264448428697935,0.0,0.0,129936000,379432000
2015-04-10,28.416154861450195,0.5483699440956116,0.0,0.0,28.44074805119158,0.5486108624581513,28.00478097073652,0.5413827945897677,28.15904532689003,0.5433103138208162,0.0,0.0,160752000,258728000
2015-04-13,28.360261917114258,0.5433104038238525,0.0,0.0,28.744809824684598,0.5502974970435784,28.306604823240185,0.5409009900250119,28.70009245262106,0.5471653280373896,0.0,0.0,145460400,236724000
2015-04-14,28.237295150756836,0.5387325286865234,0.0,0.0,28.458632135732387,0.5433103223077482,28.150101741350465,0.5334319225228117,28.39379570463286,0.5411418846802873,0.0,0.0,102098400,220276000
2015-04-15,28.34461212158203,0.5452377796173096,0.0,0.0,28.422862406229676,0.5493336790284855,28.172461495357215,0.5375278175235798,28.261891123123785,0.5401781493053118,0.0,0.0,115881600,243560000
2015-04-16,28.208234786987305,0.5418648719787598,0.0,0.0,28.416157964771934,0.5466835855203632,28.19482093865553,0.5380098896567577,28.232827979414505,0.542105790422761,0.0,0.0,113476000,155284000
2015-04-17,27.890762329101562,0.5348777174949646,0.0,0.0,28.201529003364335,0.5401783253422486,27.825925883328456,0.5302999224197463,28.069621607491406,0.5305408408625695,0.0,0.0,207828000,293636000
2015-04-20,28.527942657470703,0.5322272777557373,0.0,0.0,28.64419998186624,0.5406599950835479,27.984659662230303,0.531263489395206,28.074089291772882,0.5372869081524236,0.0,0.0,188217200,231624000
2015-04-21,28.373676300048828,0.5315044522285461,0.0,0.0,28.66208423381124,0.5387325200945612,28.320017502658818,0.52885412046717,28.639728960157683,0.5387325200945612,0.0,0.0,129740400,230456000
2015-04-22,28.755985260009766,0.537527859210968,0.0,0.0,28.81187856266813,0.5382506718035357,28.241767898989742,0.5264448093830392,28.391561540739385,0.5346366662842792,0.0,0.0,150618000,207420000
2015-04-23,28.990737915039062,0.5353596210479736,0.0,0.0,29.15841782360165,0.5404193110825085,28.64867117448791,0.5216262915557286,28.684443707064148,0.5276497129251643,0.0,0.0,183083600,259380000
2015-04-24,29.12711524963379,0.5307815074920654,0.0,0.0,29.20536723160107,0.5353592424564954,28.892362715188135,0.5247580903822263,29.174067121105395,0.5351183241540418,0.0,0.0,178103600,240960000
2015-04-27,29.656993865966797,0.5348777174949646,0.0,0.0,29.76431149530826,0.5442742260882242,29.32163395005406,0.5278905656607257,29.58097977044304,0.5324683607359438,0.0,0.0,387816800,248456000
2015-04-28,29.18971824645996,0.537527859210968,0.0,0.0,30.079538682132394,0.5394553786056759,28.96838294814101,0.5288541655437375,30.061655827111,0.5339138536917115,0.0,0.0,475696000,234484000
2015-04-29,28.760452270507812,0.533431887626648,0.0,0.0,29.419992435546796,0.538973411794146,28.684438211937803,0.5312634501410424,29.100284441966906,0.5336728059771905,0.0,0.0,253544400,195156000
2015-04-30,27.980188369750977,0.5348777174949646,0.0,0.0,28.760458417275565,0.5375279926968085,27.852751704649663,0.5295771096476805,28.760458417275565,0.5307818167489889,0.0,0.0,332781600,218844000
2015-05-01,28.829771041870117,0.5481290817260742,0.0,0.0,29.09358926122926,0.5498156253232914,28.01373001177917,0.5368050558762713,28.19258759539381,0.5392144120785219,0.0,0.0,234050400,256968000
2015-05-04,28.77387809753418,0.5447558760643005,0.0,0.0,29.191962416690092,0.5512611887808746,28.67550531655632,0.5430693326560105,28.952737389179635,0.5476471261605557,0.0,0.0,203953200,200720000
2015-05-05,28.125513076782227,0.5307815074920654,0.0,0.0,28.717980772973775,0.5435510966191041,28.121040656964716,0.5283721521368424,28.650908121538166,0.5428282842681809,0.0,0.0,197085600,292928000
2015-05-06,27.94888687133789,0.5324681401252747,0.0,0.0,28.3379037709446,0.5387324765920258,27.579990741458065,0.5254809911859312,28.295424316105823,0.5336727892838801,0.0,0.0,288564000,316484000
2015-05-07,28.12175941467285,0.5418648719787598,0.13,0.0,28.305855165468646,0.5435514159739613,27.843369381486465,0.5286133810175518,28.011749704026023,0.5302999250127535,0.0,0.0,175763600,534564000
2015-05-08,28.65159797668457,0.5018692016601562,0.0,0.0,28.65159797668457,0.5262037317281145,28.312591761200302,0.49367740468200044,28.440560745305138,0.5062060759028726,0.0,0.0,222201600,1146552000
2015-05-11,28.359739303588867,0.49705058336257935,0.0,0.0,28.63812765253178,0.5021102709213429,28.204828842819424,0.49102722238405655,28.599961853251983,0.4948821458373949,0.0,0.0,168143200,544144000
2015-05-12,28.25871467590332,0.5018692016601562,0.0,0.0,28.485465656836954,0.5059651001492341,28.02298149086327,0.4931955106182882,28.198096788159962,0.4934364863719266,0.0,0.0,192640000,388800000
2015-05-13,28.290138244628906,0.5047606229782104,0.0,0.0,28.555056673294885,0.5093384170893035,28.25870738977473,0.4999419104750339,28.321569099483078,0.5054834355980454,0.0,0.0,138776800,308524000
2015-05-14,28.9501895904541,0.5129522681236267,0.0,0.0,28.9501895904541,0.5156025994119827,28.54832339250464,0.5050013891456925,28.604450166982335,0.5062060956301392,0.0,0.0,180814000,293052000
2015-05-15,28.909780502319336,0.5131934285163879,0.0,0.0,29.07142588991975,0.5175302470447903,28.78405707323157,0.5100612594622577,28.977133318103927,0.5151208906526584,0.0,0.0,152832000,215824000
2015-05-18,29.22858238220215,0.512470543384552,0.0,0.0,29.34757088126234,0.5156027119957539,28.81773394318598,0.5095792931454182,28.82222504476564,0.5119886491968366,0.0,0.0,203531600,324972000
2015-05-19,29.201641082763672,0.509275496006012,0.0,0.00245,29.38349129151326,0.5148426713243647,29.105101245283976,0.5083072464388835,29.340834393025016,0.5131482634366271,0.0,0.0,178532800,253808000
2015-05-20,29.199399948120117,0.509275496006012,0.0,0.0,29.405946119047655,0.5155688296449737,29.037754522923382,0.5087913712224478,29.185930066971608,0.5095175295430567,0.0,0.0,145819600,196824000
2015-05-21,29.497983932495117,0.5056446194648743,0.0,0.0,29.55186686280908,0.5116959185502952,29.14775344971946,0.5051604947626332,29.201636380033424,0.5095174439544078,0.0,0.0,158921600,239692000
2015-05-22,29.75617027282715,0.50491863489151,0.0,0.0,29.852710109615263,0.5087914607127837,29.500232309437745,0.5037084092839472,29.545136471128906,0.5068550766568893,0.0,0.0,182384000,212592000
2015-05-26,29.100608825683594,0.501771867275238,0.0,0.0,29.83923909343179,0.5058867258540661,28.988355277149765,0.49789904222767234,29.769642441453847,0.5024980255784987,0.0,0.0,282790400,259732000
2015-05-27,29.643917083740234,0.5286396145820618,0.0,0.0,29.69330892164129,0.53106012331255,29.197150130507886,0.5034662776173997,29.2622556846284,0.5051606279577934,0.0,0.0,183332800,432332000
2015-05-28,29.585552215576172,0.5359009504318237,0.0,0.0,29.623718020330102,0.5375953001704171,29.432888996560447,0.5276712352130962,29.60351319882048,0.5286394268195124,0.0,0.0,122933200,327656000
2015-05-29,29.248781204223633,0.5356591939926147,0.0,0.0,29.51145406861931,0.539289928821803,29.16346742023482,0.5349330354848791,29.462062238489587,0.5359012275920301,0.0,0.0,203538000,335168000
2015-06-01,29.307159423828125,0.5417101979255676,0.0,0.0,29.497991855789078,0.5470353387196892,29.1971531219014,0.5356589566549179,29.24878880292225,0.5390476563832389,0.0,0.0,128451200,372660000
2015-06-02,29.176937103271484,0.5310600996017456,0.0,0.0,29.334091349779886,0.5412262588996891,29.033252731363,0.5305759747934711,29.154485028467867,0.5383216254689973,0.0,0.0,134670400,224304000
2015-06-03,29.21286392211914,0.5252509713172913,0.0,0.0,29.396961395808482,0.5366273578232089,29.163472084090618,0.5242827215516708,29.334099679355198,0.532512498302525,0.0,0.0,123934000,250788000
2015-06-04,29.042236328125,0.5346910357475281,0.0,0.0,29.316135242821094,0.536385386469718,28.941208826145083,0.5221043644289818,29.091628160329623,0.5221043644289818,0.0,0.0,153800400,323712000
2015-06-05,28.882835388183594,0.5388057827949524,0.0,0.0,29.116324677187777,0.5412262915634507,28.81772984022848,0.5274293396444772,29.073667782521266,0.5329965155829716,0.0,0.0,142507200,313320000
2015-06-08,28.69200325012207,0.5264611840248108,0.0,0.0,29.008559030168037,0.5407422040577285,28.474231125611517,0.5204099405405397,28.9389589632547,0.537111469509063,0.0,0.0,210699200,342812000
2015-06-09,28.6066951751709,0.5291237235069275,0.0,0.0,28.754870688024273,0.5329964911917123,28.202583410108897,0.525977056480931,28.44504978400478,0.5269452484021272,0.0,0.0,224301600,256888000
2015-06-10,28.934471130371094,0.5196839570999146,0.0,0.0,29.03774246008029,0.5262193276559802,28.703227418645,0.5167793223152166,28.718942844407653,0.5228306255468358,0.0,0.0,156349200,529460000
2015-06-11,28.86937141418457,0.5252509713172913,0.0,0.0,29.22633693353292,0.5288817059551648,28.844675492522967,0.5196837948576634,29.001829800502716,0.5196837948576634,0.0,0.0,141563600,283052000
2015-06-12,28.550567626953125,0.5109697580337524,0.0,0.0,28.810996686317967,0.5250086818214785,28.537097749004342,0.5097594751383725,28.77956582920197,0.5218620155448483,0.0,0.0,147544800,323728000
2015-06-15,28.49444007873535,0.5100017189979553,0.0,0.0,28.566282280602113,0.5124222278037625,28.2227866994,0.5044345429736506,28.31034432939845,0.5083073108953565,0.0,0.0,175955600,306548000
2015-06-16,28.647106170654297,0.5162948369979858,0.0,0.0,28.7032329467382,0.5170209951874293,28.370963391519318,0.5039502631963771,28.519137189697126,0.5090333128130164,0.0,0.0,125976400,256892000
2015-06-17,28.579753875732422,0.5223461985588074,0.0,0.0,28.709966689050734,0.5252508316644162,28.45402873780504,0.5148426399819462,28.674046444538057,0.5160528653029691,0.0,0.0,131672400,233544000
2015-06-18,28.7099666595459,0.5310600996017456,0.0,0.0,28.806504778800992,0.5344488001312342,28.561792867696923,0.5252508904498397,28.564038418243282,0.5267032071651856,0.0,0.0,141628800,299404000
2015-06-19,28.422603607177734,0.5293658971786499,0.0,0.0,28.696502592282428,0.5354171415699496,28.377702864278476,0.5245248785818126,28.671806669831774,0.5310602479165936,0.0,0.0,218867600,355656000
2015-06-22,28.649354934692383,0.5271872282028198,0.0,0.0,28.750382457833645,0.5332385280848904,28.530366430104927,0.5191995446757914,28.622413462523095,0.5303338949079809,0.0,0.0,136157200,514236000
2015-06-23,28.519132614135742,0.5136324763298035,0.0,0.0,28.64934712484379,0.5322703891973565,28.48545621131773,0.509517616946797,28.62016182258978,0.5281555298143501,0.0,0.0,121075600,414064000
2015-06-24,28.7616024017334,0.5085493326187134,0.0,0.0,29.141019918290322,0.5155688245083487,28.539340870231978,0.5061288241439571,28.559545685435243,0.5129062247894849,0.0,0.0,221123600,253368000
2015-06-25,28.62465476989746,0.5124222636222839,0.0,0.0,29.00631614835481,0.5155689310607348,28.62465476989746,0.5085494377203841,28.929984557804623,0.5085494377203841,0.0,0.0,127752400,350460000
2015-06-26,28.45627212524414,0.5020140409469604,0.0,0.0,28.734660422255164,0.5087915010995405,28.402390906144312,0.49983562313853247,28.662818225837704,0.5083073761923957,0.0,0.0,176267200,421296000
2015-06-29,27.957866668701172,0.4870067536830902,0.0,0.0,28.393410956225953,0.501287769935538,27.946642342304486,0.4862805954236886,28.16665832363435,0.496204662119727,0.0,0.0,196645600,391724000
2015-06-30,28.159929275512695,0.4867647886276245,0.0,0.0,28.31483974272673,0.4920899313403697,28.03196028042172,0.4833760876783707,28.191360136562867,0.48991145599749875,0.0,0.0,177482800,315916000
2015-07-01,28.422603607177734,0.49378421902656555,0.0,0.0,28.498936925530728,0.5058867620988877,28.285654114625384,0.48942732660432053,28.48995643438017,0.4988673275135751,0.0,0.0,120955200,302892000
2015-07-02,28.38667106628418,0.49426841735839844,0.0,0.0,28.442797827036653,0.4974150847962341,28.236250045699414,0.4911217499205628,28.384425516255295,0.4935422588950913,0.0,0.0,108844000,145764000
2015-07-06,28.28789520263672,0.4882170557975769,0.0,0.0,28.33953259039221,0.49693089857206413,28.029711689565808,0.4845863216387366,28.049918219679967,0.4901534973638401,0.0,0.0,112241600,214776000
2015-07-07,28.218299865722656,0.47901901602745056,0.0,0.0,28.321572933201978,0.4872487611019797,27.78724490264604,0.463769808815727,28.263200603634235,0.48531237765360424,0.0,0.0,187787200,594252000
2015-07-08,27.517833709716797,0.47563040256500244,0.0,0.0,27.982563313397645,0.4792611654725535,27.511098771132794,0.4717575772550526,27.94664306999858,0.47635656091746037,0.0,0.0,243046400,332492000
2015-07-09,26.956571578979492,0.46982112526893616,0.0,0.0,27.85235456630397,0.48531242521187934,26.765740857168,0.4669165209570024,27.80520827358726,0.4831339503368769,0.0,0.0,314380000,357588000
2015-07-10,27.677236557006836,0.47805094718933105,0.0,0.0,27.805205542627245,0.48240786877761727,27.212506902611324,0.4746622175741126,27.37639784840401,0.47587247196781757,0.0,0.0,245418000,216708000
2015-07-13,28.21156120300293,0.4811975061893463,0.0,0.0,28.234011568995754,0.48386004794399523,27.910720817569047,0.47805083970227547,28.070120642827177,0.48289185618862,0.0,0.0,165762000,212472000
2015-07-14,28.20033836364746,0.48143959045410156,0.0,0.0,28.370964247690548,0.48240781116628073,28.072369378828476,0.4751462856712551,28.29687648993921,0.48192371523755984,0.0,0.0,127072400,249216000
2015-07-15,28.47199249267578,0.47805094718933105,0.0,0.0,28.546080252327005,0.48337606075068495,28.193604147358503,0.4736940256010449,28.22503500669174,0.4802293935561038,0.0,0.0,134596800,265732000
2015-07-16,28.85141372680664,0.4887012243270874,0.0,0.0,28.864887033920745,0.4887012243270874,28.590986313438957,0.47926122233460056,28.67854396829008,0.48095557278820317,0.0,0.0,144889600,282848000
2015-07-17,29.100608825683594,0.4857964813709259,0.0,0.0,29.100608825683594,0.4874908314436573,28.806505076637993,0.4795031481239401,28.979376500577892,0.4870067643997175,0.0,0.0,184658800,220372000
2015-07-20,29.650653839111328,0.4768405854701996,0.0,0.0,29.852708855406295,0.4877329014166853,29.343076787840715,0.4756303313488939,29.403694663011773,0.48579646019691497,0.0,0.0,235600800,188412000
2015-07-21,29.35430145263672,0.47901901602745056,0.0,0.0,29.84148141747718,0.4857964446609647,29.2577650501334,0.4758723496417404,29.82576770284685,0.4758723496417404,0.0,0.0,307025600,149720000
2015-07-22,28.112781524658203,0.46982112526893616,0.0,0.0,28.175643243495518,0.47563036274753984,27.38762278154861,0.4640119166450687,27.38762278154861,0.47563036274753984,0.0,0.0,461802400,356472000
2015-07-23,28.09930992126465,0.47563040256500244,0.0,0.0,28.532606987066558,0.48264986597770565,28.076857840612032,0.4698211646000776,28.332795801801797,0.4707893853549344,0.0,0.0,203998000,169916000
2015-07-24,27.951133728027344,0.470063179731369,0.0,0.0,28.229522050217625,0.4795031507997915,27.816429811667735,0.46812676727112607,28.135229480051226,0.47901905489841473,0.0,0.0,168649200,188844000
2015-07-27,27.562734603881836,0.4674006998538971,0.0,0.0,27.751321449606053,0.47272581351370974,27.41680636609725,0.4620755861940844,27.634576803954594,0.46594838301270214,0.0,0.0,177822000,192420000
2015-07-28,27.699689865112305,0.47756680846214294,0.0,0.0,27.818680086169934,0.4807134465203696,27.513350243718037,0.46376988652489226,27.699689865112305,0.4686109036664572,0.0,0.0,134472400,198308000
2015-07-29,27.612125396728516,0.48337599635124207,0.0,0.0,27.726624487571605,0.48724882143702386,27.450480024444882,0.4746621543356015,27.648047351837366,0.4765985668784924,0.0,0.0,148046800,232680000
2015-07-30,27.472932815551758,0.484586238861084,0.0,0.0,27.517833547749596,0.48942725538557497,27.32475731616324,0.482165701744104,27.46170677607573,0.482165701744104,0.0,0.0,134513200,190180000
2015-07-31,27.232709884643555,0.48289191722869873,0.0,0.0,27.533548554043172,0.48676471359447565,27.1451522592002,0.47998731274068157,27.524568065170378,0.4865226800524047,0.0,0.0,171540000,218340000
2015-08-03,26.590625762939453,0.49112188816070557,0.0,0.0,27.517839618933202,0.491605955466174,26.38407789584116,0.48047162836211765,27.277617051683542,0.4867649361544753,0.0,0.0,279904000,397132000
2015-08-04,25.73749351501465,0.49305784702301025,0.0,0.0,26.424484685108627,0.49451016310427726,25.425428786582863,0.4874906738511216,26.361622971878226,0.4894271145292951,0.0,0.0,496554400,260100000
2015-08-05,25.908119201660156,0.4981410503387451,0.0,0.0,26.366113882701175,0.5056446079409488,25.167245100271078,0.49717280095632993,25.3580757891582,0.5051604832497412,0.0,0.0,397250400,234628000
2015-08-06,25.96450424194336,0.4949944317340851,0.13,0.0,26.27347186961389,0.5005616065259038,25.736726883455646,0.48676465744869923,26.1539447621565,0.49693081526625277,0.0,0.0,211612000,655676000
2015-08-07,26.052457809448242,0.5562334656715393,0.0,0.0,26.217090619437244,0.5656734094153555,25.82242473914464,0.5296078116684738,25.84046702090362,0.5436467970671434,0.0,0.0,154681600,1405248000
2015-08-10,26.999649047851562,0.5755975842475891,0.0,0.0,27.060539580198387,0.5797124437054131,26.280229189001243,0.5489719279989874,26.280229189001243,0.552360686707918,0.0,0.0,219806400,662304000
2015-08-11,25.594640731811523,0.5726929306983948,0.0,0.0,26.652345637782208,0.5782601068813197,25.558557895853,0.56712575451547,26.568901391180688,0.56712575451547,0.0,0.0,388331200,435008000
2015-08-12,25.98930549621582,0.5741451978683472,0.0,0.0,26.029899760423945,0.5782600568283383,24.72411960243664,0.5634949712831068,25.378137538853615,0.5634949712831068,0.0,0.0,404870000,384048000
2015-08-13,25.969011306762695,0.5693041682243347,0.0,0.0,26.25091546397765,0.5760816269661551,25.831441940393287,0.5678518515146962,26.16972692905123,0.5748713438049639,0.0,0.0,194143200,276884000
2015-08-14,26.151683807373047,0.56978839635849,0.0,0.0,26.23061662472854,0.5731770974891826,25.711914024530746,0.5654314454394671,25.78182570267327,0.5688201465701597,0.0,0.0,171718000,214652000
2015-08-17,26.422311782836914,0.5661574602127075,0.0,0.0,26.532817722788756,0.5688200021810372,26.04794226295024,0.5591379684313219,26.1697250566264,0.5688200021810372,0.0,0.0,163538800,273880000
2015-08-18,26.273468017578125,0.5610044598579407,0.0,0.00245,26.485460498957803,0.5682965383265192,26.162962067342672,0.5566291780054207,26.257681453258776,0.5644074182194864,0.0,0.0,138242800,287084000
